sid	auroc	auprc	hit1	hit10	n_true_pos	n_true_neg	span	sccs	cls_label	fold	superfamily	family	description	seq_len
d4i0va_	0.82100635436678	0.0007774496248428462	0	0	2	6767	(A:)	a.1.1.1	a	a.1	a.1.1	a.1.1.1	automated matches {Synechococcus sp. [TaxId: 32049]}	123
d1asha_	0.2583862863898331	0.00019225278578283272	0	0	2	6767	(A:)	a.1.1.2	a	a.1	a.1.1	a.1.1.2	Ascaris hemoglobin, domain 1 {Pig roundworm (Ascaris suum) [TaxId: 6253]}	147
d4hswa_	0.2525860795034727	0.00018893365882673982	0	0	2	6767	(A:)	a.1.1.2	a	a.1	a.1.1	a.1.1.2	Dehaloperoxidase {Amphitrite ornata [TaxId: 129555]}	137
d1jl7a_	0.5057263189005468	0.0003006363640113242	0	0	2	6767	(A:)	a.1.1.2	a	a.1	a.1.1	a.1.1.2	Glycera globin {Marine bloodworm (Glycera dibranchiata) [TaxId: 6350]}	147
d1or4a_	0.3883183094428846	0.00022896154021422943	0	0	2	6767	(A:)	a.1.1.2	a	a.1	a.1.1	a.1.1.2	Heme-based aerotactic transducer HemAT, sensor domain {Bacillus subtilis [TaxId: 1423]}	169
d3g46a_	0.3132850598492685	0.00020217456187109106	0	0	2	6767	(A:)	a.1.1.2	a	a.1	a.1.1	a.1.1.2	Hemoglobin I {Ark clam (Scapharca inaequivalvis) [TaxId: 6561]}	146
d1tu9a1	0.5489138466085415	0.00030570039089041883	0	0	2	6767	(A:2-130)	a.1.1.2	a	a.1	a.1.1	a.1.1.2	Hypothetical protein PA3967 {Pseudomonas aeruginosa [TaxId: 287]}	129
d2gnva_	0.5509827102113196	0.00034869821076316044	0	0	2	6767	(A:)	a.1.1.2	a	a.1	a.1.1	a.1.1.2	Non-symbiotic plant hemoglobin {Rice (Oryza sativa) [TaxId: 4530]}	158
d1h97a_	0.2696172602334861	0.00019332540766869955	0	0	2	6767	(A:)	a.1.1.2	a	a.1	a.1.1	a.1.1.2	Trematode hemoglobin/myoglobin {Paramphistomum epiclitum [TaxId: 54403]}	147
d3vrfa_	0.9097827693217083	0.0015969403508000767	0	0	2	6767	(A:)	a.1.1.2	a	a.1	a.1.1	a.1.1.2	automated matches {Mammuthus primigenius [TaxId: 37349]}	141
d3qm9a_	0.5918427663661888	0.00036242719973132064	0	0	2	6767	(A:)	a.1.1.2	a	a.1	a.1.1	a.1.1.2	automated matches {Thunnus atlanticus [TaxId: 48168]}	145
d1xg0c_	0.8420644303236294	0.0008710774633122155	0	0	2	6767	(C:)	a.1.1.3	a	a.1	a.1.1	a.1.1.3	Phycoerythrin beta subunit {Cryptophyte (Rhodomonas sp. CS24) [TaxId: 79257]}	175
d2xyka_	0.7703930840845279	0.0006024100302279007	0	0	2	6767	(A:)	a.1.1.0	a	a.1	a.1.1	a.1.1.0	automated matches {Agrobacterium tumefaciens [TaxId: 358]}	129
d2wy4a_	0.6660263041229496	0.00041269688044038617	0	0	2	6767	(A:)	a.1.1.0	a	a.1	a.1.1	a.1.1.0	automated matches {Campylobacter jejuni [TaxId: 197]}	139
d2zs0a_	0.2202231417171568	0.00017973702209486664	0	0	2	6767	(A:)	a.1.1.0	a	a.1	a.1.1	a.1.1.0	automated matches {Oligobrachia mashikoi [TaxId: 55676]}	140
d2bs2b1	0.4999310378799074	0.001999878606765738	0	0	15	6767	(B:107-240)	a.1.2.1	a	a.1	a.1.2	a.1.2.1	automated matches {Wolinella succinogenes [TaxId: 844]}	134
d7m32a1	0.5008078419782276	0.002042791082261401	0	0	15	6767	(A:3-183)	a.1.2.2	a	a.1	a.1.2	a.1.2.2	Dihydropyrimidine dehydrogenase, N-terminal domain {Pig (Sus scrofa) [TaxId: 9823]}	181
d1grja1	0.5088722459444047	0.027214040524508612	1	1	33	6749	(A:2-79)	a.2.1.1	a	a.2	a.2.1	a.2.1.1	GreA transcript cleavage protein, N-terminal domain {Escherichia coli [TaxId: 562]}	78
